id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop;;;
750155;04/02/2026;quarta-feira;19:40:00;AC;317;5;PORTO ACRE;Transitar na contramão;Colisão lateral sentido oposto;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;0;0;2;0;2;-9,62863;-67,33678;SPRF-AC;DEL01-AC;UOP01-DEL01-AC;;;
750157;05/02/2026;quinta-feira;05:40:00;BA;101;145;TEODORO SAMPAIO;Curva acentuada;Capotamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;2;-12,27023127;-38,67324829;SPRF-BA;DEL01/BA;UOP04-DEL01-BA;;;
750160;05/02/2026;quinta-feira;01:00:00;MA;222;312;IGARAPE DO MEIO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;2;0;0;1;1;0;0;2;-3,59151475;-45,0170356;SPRF-MA;DEL02-MA;UOP01-DEL02-MA;;;
750162;05/02/2026;quinta-feira;03:00:00;PB;101;23,2;RIO TINTO;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;0;1;0;2;-6,692375;-35,115644;SPRF-PB;DEL01-PB;UOP03-DEL01-PB;;;
750164;05/02/2026;quinta-feira;07:40:00;RS;290;642;URUGUAIANA;Ausência de reação do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;6;0;2;0;2;3;0;3;-30,01886812;-56,4024353;SPRF-RS;DEL13/RS;UOP02-DEL13-RS;;;
750168;05/02/2026;quinta-feira;07:00:00;BA;324;576;SAO SEBASTIAO DO PASSE;Demais falhas na via;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;0;0;0;2;0;2;-12,57756404;-38,53874803;SPRF-BA;DEL01/BA;UOP01-DEL01-BA;;;
750169;05/02/2026;quinta-feira;06:00:00;MT;163;827,2;SINOP;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Retorno Regulamentado;Sim;5;0;2;1;3;1;0;4;-11,9287761;-55,5121798;SPRF-MT;DEL06/MT;UOP02-DEL06-MT;;
750173;24/01/2026;sábado;22:00:00;RJ;116;169;RIO DE JANEIRO;Deficiência do Sistema de Iluminação/Sinalização;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Múltipla;Viaduto;Em Obras;Interseção de Vias;Sim;2;0;1;0;1;1;0;2;-22,8190237;-43,3183172;SPRF-RJ;DEL06/RJ;UOP01-DEL06-RJ;
750182;05/02/2026;quinta-feira;10:30:00;RS;290;85;PORTO ALEGRE;Mal súbito do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;5;0;2;0;2;1;0;4;-29,96586986;-51,10132311;SPRF-RS;DEL01/RS;UOP01-DEL01-RS;;;
750187;05/02/2026;quinta-feira;06:30:00;PR;373;410,8;CANDOI;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Amanhecer;Crescente;Céu Claro;Simples;Reta;Não;6;1;0;4;4;1;0;3;-25,632534;-52,098998;SPRF-PR;DEL08/PR;UOP01-DEL08-PR;;;
750189;05/02/2026;quinta-feira;11:00:00;CE;116;41;HORIZONTE;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;Reta;Não;4;0;1;1;2;2;0;2;-4,105222;-38,497813;SPRF-CE;DEL01/CE;UOP02-DEL01-CE;;;
750193;05/02/2026;quinta-feira;09:55:00;PE;232;37;VITORIA DE SANTO ANTAO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;1;1;0;3;-8,1143;-35,216;SPRF-PE;DEL02/PE;UOP02-DEL02PE;;;
750196;05/02/2026;quinta-feira;01:30:00;PE;232;410;SERRA TALHADA;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Sim;4;0;0;0;0;1;0;4;-7,98211949;-38,29574481;SPRF-PE;DEL04/PE;UOP01-DEL04-PE;;;
750202;16/01/2026;sexta-feira;12:30:00;PR;277;30;MORRETES;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ignorado;Dupla;Reta;Viaduto;Não;3;0;1;0;1;1;0;4;-25,551578;-48,798115;SPRF-PR;DEL01/PR;UOP05-DEL01-PR;;
750203;05/02/2026;quinta-feira;10:30:00;MA;135;6,8;SAO LUIS;Manobra de mudança de faixa;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Aclive;Sim;3;1;0;0;0;0;0;3;-2,635084;-44,267538;SPRF-MA;DEL01-MA;UOP01-DEL01-MA;;
750210;05/02/2026;quinta-feira;10:50:00;PE;101;44;IGARASSU;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;3;0;1;0;1;1;0;3;-7,8594491;-34,9325977;SPRF-PE;DEL01/PE;UOP02-DEL01-PE;;;
750211;05/02/2026;quinta-feira;13:30:00;RJ;116;244;PIRAI;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Não;2;0;0;1;1;1;0;2;-22,6222121;-43,92338786;SPRF-RJ;DEL07/RJ;UOP01-DEL07-RJ;;;
750218;05/02/2026;quinta-feira;11:53:00;MT;364;347,6;SANTO ANTONIO DO LEVERGER;Problema com o freio;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Declive;Em Obras;Não;1;0;0;0;0;1;0;1;-15,7958077;-55,56305599;SPRF-MT;DEL05/MT;UOP02-DEL05-MT;
750221;16/01/2026;sexta-feira;13:41:00;MT;364;252;JUSCIMEIRA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Reta;Não;2;0;0;1;1;0;0;2;-16,10381;-54,86357;SPRF-MT;DEL02/MT;UOP01-DEL02-MT;;
750225;05/02/2026;quinta-feira;14:28:00;TO;153;491;PARAISO DO TOCANTINS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Declive;Não;3;0;0;0;0;2;0;2;-10,130522;-48,8879306;SPRF-TO;DEL01-TO;UOP01-DEL01-TO;;
750233;05/02/2026;quinta-feira;15:30:00;MG;40;792,5;JUIZ DE FORA;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Declive;Não;3;0;1;0;1;2;0;2;-21,76954574;-43,43766077;SPRF-MG;DEL05/MG;UOP01-DEL05-MG;;
750235;05/02/2026;quinta-feira;13:35:00;MG;262;478,7;BOM DESPACHO;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;4;0;1;1;2;1;0;5;-19,783075;-45,339336;SPRF-MG;DEL08/MG;UOP03-DEL08-MG;;;
750244;05/02/2026;quinta-feira;15:15:00;BA;242;424;SEABRA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;9;0;1;0;1;6;0;6;-12,41151415;-41,84967041;SPRF-BA;DEL06/BA;UOP01-DEL06-BA;;;
750245;05/02/2026;quinta-feira;14:40:00;MT;70;515,4;VARZEA GRANDE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Reta;Sim;4;0;0;1;1;3;0;2;-15,70543187;-56,14494324;SPRF-MT;DEL01/MT;UOP02-DEL01-MT;;;
750248;05/02/2026;quinta-feira;16:40:00;MG;40;286;TRES MARIAS;Ausência de reação do condutor;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;1;0;2;-18,2545915;-45,160244;SPRF-MG;DEL14/MG;UOP02-DEL14-MG;;;
750249;05/02/2026;quinta-feira;11:00:00;RO;364;420;JARU;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Aclive;Não;4;0;1;1;2;1;0;7;-10,47322046;-62,44695123;SPRF-RO;DEL03-RO;UOP02-DEL03-RO;;
750250;05/02/2026;quinta-feira;17:14:00;GO;60;118;TEREZOPOLIS DE GOIAS;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;5;0;2;0;2;3;0;3;-16,486583;-49,095152;SPRF-GO;DEL01/GO;UOP01-DEL01-GO;;;
750253;05/02/2026;quinta-feira;17:30:00;SC;101;124;ITAJAI;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Não;3;0;0;1;1;1;0;3;-26,94021441;-48,69520124;SPRF-SC;DEL04/SC;UOP04-DEL04-SC;;;
750255;05/02/2026;quinta-feira;17:18:00;RS;290;52,7;GLORINHA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;8;0;3;0;3;4;0;4;-29,912078;-50,782188;SPRF-RS;DEL03/RS;UOP01-DEL03-RS;;;
750259;03/02/2026;terça-feira;00:25:00;PR;153;456;UNIAO DA VITORIA;Condutor deixou de manter distância do veículo da frente;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Interseção de Vias;Não;2;0;0;1;1;0;0;2;-26,2090467;-51,11663818;SPRF-PR;DEL02/PR;UOP03-DEL02-PR;;;
750265;05/02/2026;quinta-feira;08:40:00;RJ;393;162;TRES RIOS;Velocidade Incompatível;Tombamento;Com Vítimas Fatais;Pleno dia;Decrescente;Nublado;Simples;Curva;Não;5;1;3;0;3;0;0;5;-22,11108807;-43,08288574;SPRF-RJ;DEL05/RJ;UOP01-DEL05-RJ;;;
750266;05/02/2026;quinta-feira;13:08:00;PR;277;336;GUARAPUAVA;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Aclive;Não;11;0;5;2;7;3;0;8;-25,353179;-51,364408;SPRF-PR;DEL08/PR;UOP01-DEL08-PR;;
750268;05/02/2026;quinta-feira;11:08:00;RJ;465;5;SEROPEDICA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-22,71635733;-43,71628324;SPRF-RJ;DEL06/RJ;UOP02-DEL06-RJ;;;
750270;30/01/2026;sexta-feira;07:42:00;SP;116;219;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;1;0;1;1;0;2;-23,4603532;-46,48607195;SPRF-SP;DEL01/SP;UOP01-DEL01-SP;;;
750273;05/02/2026;quinta-feira;18:30:00;PR;277;66,7;SAO JOSE DOS PINHAIS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Viaduto;Em Obras;Declive;Sim;8;0;3;1;4;2;0;5;-25,526878;-49,09348;SPRF-PR;DEL01/PR;UOP01-DEL01-PR
750278;05/02/2026;quinta-feira;18:35:00;BA;367;35,4;PORTO SEGURO;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Interseção de Vias;Não;3;0;1;0;1;1;0;3;-16,40806343;-39,17042166;SPRF-BA;DEL09/BA;UOP03-DEL09-BA;;;
750279;24/01/2026;sábado;12:44:00;PI;343;317;ALTOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Curva;Aclive;Não;3;0;1;0;1;1;0;3;-5,043907;-42,552498;SPRF-PI;DEL01-PI;UOP01-DEL01-PI;;
750293;05/02/2026;quinta-feira;17:00:00;RO;174;16;VILHENA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;1;1;0;3;-12,71716882;-60,12704641;SPRF-RO;DEL04-RO;UOP01-DEL04-RO;;;
750294;05/02/2026;quinta-feira;19:30:00;RO;319;138;PORTO VELHO;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Interseção de Vias;Sim;3;0;0;0;0;3;0;3;-8,74320139;-63,91289799;SPRF-RO;DEL01-RO;UOP01-DEL01-RO;;;
750295;05/02/2026;quinta-feira;20:35:00;PR;487;147,8;CIANORTE;Acesso irregular;Colisão transversal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Reta;Declive;Não;2;1;0;0;0;1;0;2;-23,938288;-52,670348;SPRF-PR;DEL09/PR;UOP03-DEL09-PR;;
750302;05/02/2026;quinta-feira;20:50:00;PA;163;653;ITAITUBA;Falta de acostamento;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;4;0;0;1;1;1;0;7;-4,50521;-55,866242;SPRF-PA;DEL05/PA;UOP02-DEL05-PA;;;
750303;05/02/2026;quinta-feira;21:00:00;MG;50;55,5;UBERLANDIA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Curva;Não;1;0;1;0;1;0;0;1;-18,779578;-48,23872;SPRF-MG;DEL15/MG;UOP02-DEL15-MG;;;
750304;05/02/2026;quinta-feira;19:40:00;BA;242;226;ITABERABA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Ignorado;Simples;Rotatória;Sim;2;0;1;0;1;1;0;2;-12,51870619;-40,28235602;SPRF-BA;DEL06/BA;UOP02-DEL06-BA;;;
750305;05/02/2026;quinta-feira;18:30:00;MT;163;1039;MATUPA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Fatais;Anoitecer;Decrescente;Nublado;Simples;Reta;Não;4;1;0;1;1;1;0;11;-10,17996457;-54,94264539;SPRF-MT;DEL06/MT;UOP03-DEL06-MT;;;
750308;05/02/2026;quinta-feira;20:57:00;RS;116;253;SAPUCAIA DO SUL;Condutor usando celular;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Aclive;Viaduto;Sim;3;0;0;1;1;1;0;3;-29,819921;-51,170513;SPRF-RS;DEL01/RS;UOP02-DEL01-RS;
750309;05/02/2026;quinta-feira;22:05:00;MG;40;525,3;CONTAGEM;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;3;0;1;0;1;1;0;3;-19,88639644;-44,05028033;SPRF-MG;DEL01/MG;UOP02-DEL01-MG;;;
750312;05/02/2026;quinta-feira;14:45:00;SP;116;511;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;Curva;Não;3;1;1;0;1;1;0;2;-24,83644418;-48,22268335;SPRF-SP;DEL05/SP;UOP02-DEL05-SP;;;
750313;05/02/2026;quinta-feira;20:45:00;PR;277;227;FERNANDES PINHEIRO;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Declive;Não;3;0;2;0;2;0;0;2;-25,47070863;-50,46689987;SPRF-PR;DEL08/PR;UOP02-DEL08-PR;;
750316;05/02/2026;quinta-feira;18:20:00;RJ;40;89;PETROPOLIS;Problema com o freio;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Dupla;Curva;Declive;Não;2;1;0;0;0;0;0;2;-22,55717021;-43,24038506;SPRF-RJ;DEL01/RJ;UOP01-DEL01-RJ;;
750325;05/02/2026;quinta-feira;22:38:00;RJ;101;487;ANGRA DOS REIS;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Curva;Sim;2;0;0;1;1;1;0;2;-22,98976319;-44,24164606;SPRF-RJ;DEL03/RJ;UOP03-DEL03-RJ;;;
750326;05/02/2026;quinta-feira;18:20:00;CE;230;38,1;LAVRAS DA MANGABEIRA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;0;1;1;1;0;2;-6,75676;-38,95404;SPRF-CE;DEL05/CE;UOP01-DEL05-CE;;;
750328;05/02/2026;quinta-feira;22:55:00;BA;324;564;SAO SEBASTIAO DO PASSE;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;4;0;1;1;2;1;0;4;-12,516914;-38,6207;SPRF-BA;DEL01/BA;UOP01-DEL01-BA;;;
750336;05/02/2026;quinta-feira;19:00:00;MT;364;1244;COMODORO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Reta;Não;4;1;1;0;1;1;0;4;-13,740896;-59,702316;SPRF-MT;DEL04/MT;UOP02-DEL04-MT;;;
750337;06/02/2026;sexta-feira;00:16:00;MA;230;316,2;SAO RAIMUNDO DAS MANGABEIRAS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Reta;Sim;2;1;0;0;0;1;0;2;-7,026485;-45,488723;SPRF-MA;DEL05-MA;UOP01-DEL05-MA;;;
750340;06/02/2026;sexta-feira;03:36:00;MS;163;481,6;CAMPO GRANDE;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Interseção de Vias;Viaduto;Sim;5;0;0;2;2;2;0;3;-20,4642636;-54,55629079;SPRF-MS;DEL01/MS;UOP01-DEL01-MS;;
750344;06/02/2026;sexta-feira;02:30:00;CE;222;103;UMIRIM;Iluminação deficiente;Colisão transversal;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1;0;0;0;0;0;1;1;-3,745232;-39,442868;SPRF-CE;DEL04/CE;UOP03-DEL04-CE;;;
750345;06/02/2026;sexta-feira;03:05:00;MG;354;740;POUSO ALTO;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Curva;Não;2;0;0;0;0;1;0;2;-22,22042721;-44,93566632;SPRF-MG;DEL17/MG;UOP01-DEL17-MG;;;
750346;06/02/2026;sexta-feira;05:45:00;BA;101;245;CONCEICAO DO ALMEIDA;Condutor Dormindo;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Curva;Não;2;1;1;0;1;0;0;1;-12,852013;-39,207831;SPRF-BA;DEL11/BA;UOP01-DEL11-BA;;;
750348;06/02/2026;sexta-feira;03:00:00;MG;251;506;FRANCISCO SA;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Aclive;Não;2;0;1;0;1;0;0;2;-16,615111;-43,664981;SPRF-MG;DEL12/MG;UOP01-DEL12-MG;;
750349;05/02/2026;quinta-feira;19:00:00;PR;153;509,5;GENERAL CARNEIRO;Condutor deixou de manter distância do veículo da frente;Saída de leito carroçável;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;2;-26,58196093;-51,4491342;SPRF-PR;DEL02/PR;UOP03-DEL02-PR;;;
750350;06/02/2026;sexta-feira;05:30:00;MG;116;272;TEOFILO OTONI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Curva;Não;3;0;1;0;1;1;0;4;-17,818011;-41,498625;SPRF-MG;DEL11/MG;UOP01-DEL11-MG;;;
750356;06/02/2026;sexta-feira;06:00:00;PR;277;667,8;MEDIANEIRA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Crescente;Céu Claro;Dupla;Reta;Aclive;Não;4;0;2;0;2;2;0;2;-25,25820341;-54,0410614;SPRF-PR;DEL05/PR;UOP02-DEL05-PR;;
750364;06/02/2026;sexta-feira;07:50:00;SP;116;468;JACUPIRANGA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;0;1;1;1;0;3;-24,66757397;-47,97546386;SPRF-SP;DEL05/SP;UOP01-DEL05-SP;;;
750366;06/02/2026;sexta-feira;07:50:00;SP;116;441;REGISTRO;Frear bruscamente;Engavetamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;0;0;0;3;0;3;-24,46918282;-47,82250437;SPRF-SP;DEL05/SP;UOP01-DEL05-SP;;;
750372;06/02/2026;sexta-feira;08:00:00;PR;277;315,4;GUARAPUAVA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;1;1;1;0;4;-25,311779;-51,2132298;SPRF-PR;DEL08/PR;UOP01-DEL08-PR;;;
750373;06/02/2026;sexta-feira;05:30:00;GO;452;49;RIO VERDE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Amanhecer;Crescente;Nevoeiro/Neblina;Simples;Reta;Não;5;0;2;1;3;1;0;4;-17,962917;-50,48667;SPRF-GO;DEL04/GO;UOP01-DEL04-GO;;;
750378;06/02/2026;sexta-feira;09:15:00;RS;116;521;PELOTAS;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Rotatória;Viaduto;Sim;2;0;0;1;1;1;0;2;-31,706775;-52,36782;SPRF-RS;DEL07/RS;UOP01-DEL07-RS;;
750380;06/02/2026;sexta-feira;09:48:00;MG;381;507;SAO JOAQUIM DE BICAS;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Rotatória;Sim;4;0;1;0;1;3;0;2;-20,04114;-44,26733;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;;
750381;06/02/2026;sexta-feira;06:30:00;PE;423;40,2;CACHOEIRINHA;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;1;0;1;0;1;0;0;1;-8,496782;-36,240908;SPRF-PE;DEL03/PE;UOP01-DEL03-PE;;;
750383;29/01/2026;quinta-feira;14:45:00;SC;282;112;ALFREDO WAGNER;Velocidade Incompatível;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Curva;Aclive;Não;6;0;2;2;4;1;0;3;-27,732822;-49,371183;SPRF-SC;DEL01/SC;UOP03-DEL01-SC;;
750384;06/02/2026;sexta-feira;09:30:00;MG;381;509,1;SAO JOAQUIM DE BICAS;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Declive;Sim;7;0;2;0;2;4;0;6;-20,0502391;-44,279107;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;
750391;06/02/2026;sexta-feira;10:00:00;RS;290;94;PORTO ALEGRE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-29,97610781;-51,19967937;SPRF-RS;DEL01/RS;UOP01-DEL01-RS;;;
750397;06/02/2026;sexta-feira;06:25:00;MG;262;398;PARA DE MINAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Aclive;Não;3;0;0;1;1;1;0;4;-19,89119;-44,62425;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;;
750403;06/02/2026;sexta-feira;10:20:00;MT;364;427;CAMPO VERDE;Curva acentuada;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Curva;Viaduto;Não;2;0;1;0;1;0;0;2;-15,81758769;-55,407183;SPRF-MT;DEL01/MT;UOP02-DEL01-MT;;
750404;06/02/2026;sexta-feira;09:30:00;SC;280;235,9;CANOINHAS;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;1;0;0;0;0;1;0;1;-26,1940038;-50,4215262;SPRF-SC;DEL06/SC;UOP04-DEL06-SC;;;
750406;06/02/2026;sexta-feira;10:40:00;GO;60;352;SANTO ANTONIO DA BARRA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;1;0;0;1;-17,598292;-50,73292;SPRF-GO;DEL04/GO;UOP02-DEL04-GO;;;
750409;06/02/2026;sexta-feira;10:20:00;MG;381;855;POUSO ALEGRE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;5;0;0;2;2;1;0;3;-22,27049412;-45,89238946;SPRF-MG;DEL16/MG;UOP01-DEL16-MG;;;
750412;06/02/2026;sexta-feira;09:30:00;MT;158;635;NOVA XAVANTINA;Demais falhas mecânicas ou elétricas;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;2;0;0;0;0;1;0;3;-14,55749494;-52,3643589;SPRF-MT;DEL07/MT;UOP02-DEL07-MT;;;
750413;06/02/2026;sexta-feira;10:40:00;SC;282;322;CAMPOS NOVOS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Interseção de Vias;Curva;Não;3;0;2;0;2;0;0;2;-27,3751062;-51,0725009;SPRF-SC;DEL07/SC;UOP06-DEL07-SC;;
750417;06/02/2026;sexta-feira;11:30:00;BA;116;25,6;VITORIA DA CONQUISTA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;1;0;0;0;1;0;3;-14,852559;-40,800879;SPRF-BA;DEL08/BA;UOP01-DEL08-BA;;;
